Ticket_ID,Issue_Category,Priority,Status,Created_Date,Resolved_Date,SLA_Hours,Assigned_Agent,Department,User_Rating,Branch,Resolution_Time_Hours,SLA_Status,Agent_Id,Agent_Name,,
TKT-101478,Email Problem,Critical,Resolved,08-04-2023,12-04-2023,24,AGN-163,Finance,5,Hyderabad,4.737689336,Met,AGN-163,Nisha,,Agent_3
TKT-106396,Software Bug,Low,In Progress,17-05-2023,21-05-2023,24,AGN-175,Operations,2,Hyderabad,11.13558636,Met,AGN-175,Deepak,,Agent_3
TKT-108448,Performance Issue,Critical,Open,17-07-2023,25-07-2023,24,AGN-176,IT,5,Hyderabad,17.76610586,Met,AGN-176,Aishwarya,,Agent_3
TKT-100441,Performance Issue,Low,Resolved,06-10-2023,11-10-2023,24,AGN-187,Finance,4,Hyderabad,30.93472242,Breached,AGN-187,Prakash,,Agent_18
TKT-102646,Performance Issue,Medium,In Progress,01-08-2023,01-08-2023,24,AGN-197,Operations,5,Hyderabad,52.66762062,Breached,AGN-197,Sunita,,Agent_3
TKT-105209,System Crash,Medium,In Progress,09-08-2023,16-08-2023,24,AGN-138,Operations,2,Hyderabad,1.595668368,Met,AGN-138,Harish,,Agent_18
TKT-106533,Software Bug,Medium,Open,28-06-2023,29-06-2023,24,AGN-180,HR,2,Hyderabad,33.48619058,Breached,AGN-180,Swathi,,Agent_3
TKT-104677,Hardware Failure,High,Resolved,29-11-2023,04-12-2023,24,AGN-187,Operations,5,Hyderabad,61.11702633,Breached,AGN-187,Anil,,Agent_9
TKT-107211,Performance Issue,High,Open,17-08-2023,22-08-2023,24,AGN-198,Operations,1,Hyderabad,51.13646,Breached,AGN-198,Bhavya,,Agent_6
TKT-109927,Login Issue,Critical,Resolved,25-06-2023,25-06-2023,24,AGN-193,HR,4,Hyderabad,48.35260892,Breached,AGN-193,Mahesh,,Agent_13
TKT-102645,Performance Issue,High,In Progress,29-01-2023,31-01-2023,24,AGN-181,Operations,5,Hyderabad,15.1964844,Met,AGN-181,Lakshmi,,Agent_18
TKT-108210,Email Problem,Medium,Open,16-10-2023,21-10-2023,24,AGN-199,HR,5,Hyderabad,7.185947505,Met,AGN-199,Kiran,,Agent_16
TKT-109316,Network Issue,High,Open,08-08-2023,11-08-2023,24,AGN-122,Operations,5,Hyderabad,3.056655064,Met,AGN-122,Preeti,,Agent_11
TKT-107933,System Crash,Critical,In Progress,07-11-2023,10-11-2023,24,AGN-196,Operations,5,Hyderabad,9.545038723,Met,AGN-196,Ramesh,,Agent_18
TKT-105476,Email Problem,High,Open,14-02-2023,19-02-2023,24,AGN-200,IT,1,Hyderabad,5.269596372,Met,AGN-200,Shalini,,Agent_16
TKT-107928,Login Issue,Critical,Resolved,16-09-2023,21-09-2023,24,AGN-152,HR,3,Hyderabad,52.48367508,Breached,AGN-152,Vikas,,Agent_18
TKT-102080,Login Issue,Medium,Resolved,11-07-2023,13-07-2023,24,AGN-126,Support,4,Hyderabad,4.690475048,Met,AGN-126,Anjali,,Agent_3
TKT-106089,System Crash,Critical,Resolved,02-02-2023,06-02-2023,24,AGN-122,Finance,3,Hyderabad,5.662239312,Met,AGN-122,Sanjay,,Agent_18
TKT-107396,Software Bug,High,Resolved,06-08-2023,11-08-2023,24,AGN-102,Finance,4,Hyderabad,4.485494628,Met,AGN-102,Kavya,,Agent_9
TKT-109739,Network Issue,Critical,Resolved,18-06-2023,27-06-2023,24,AGN-138,Finance,5,Hyderabad,53.42707138,Breached,AGN-138,Rohit,,Agent_7
TKT-107797,Network Issue,High,Open,15-06-2023,18-06-2023,24,AGN-156,Support,4,Hyderabad,14.06376346,Met,AGN-156,Nisha,,Agent_2
TKT-100861,Software Bug,Medium,Open,16-02-2023,23-02-2023,24,AGN-191,Support,5,Hyderabad,1.925888194,Met,AGN-191,Deepak,,Agent_1
TKT-108346,Email Problem,Low,In Progress,26-05-2023,01-06-2023,24,AGN-171,HR,2,Hyderabad,32.89609293,Breached,AGN-171,Aishwarya,,Agent_5
TKT-103494,Email Problem,High,In Progress,05-01-2023,11-01-2023,24,AGN-169,Operations,1,Hyderabad,44.98153814,Breached,AGN-169,Prakash,,Agent_5
TKT-100904,Login Issue,Low,Resolved,11-07-2023,12-07-2023,24,AGN-177,Finance,4,Hyderabad,14.64920933,Met,AGN-177,Sunita,,Agent_4
TKT-101269,Network Issue,Low,In Progress,19-03-2023,26-03-2023,24,AGN-131,HR,1,Hyderabad,44.06931388,Breached,AGN-131,Harish,,Agent_2
TKT-100404,Hardware Failure,High,In Progress,01-11-2023,09-11-2023,24,AGN-108,IT,4,Hyderabad,13.52274509,Met,AGN-108,Swathi,,Agent_6
TKT-109035,Login Issue,Medium,Resolved,29-12-2023,01-01-2024,24,AGN-170,Support,5,Hyderabad,2.117727217,Met,AGN-170,Anil,,Agent_2
TKT-109974,Performance Issue,Low,In Progress,21-02-2023,28-02-2023,24,AGN-185,Finance,5,Hyderabad,58.60443288,Breached,AGN-185,Bhavya,,Agent_10
TKT-109756,Email Problem,Low,Open,22-04-2023,26-04-2023,24,AGN-195,Finance,5,Hyderabad,11.05526328,Met,AGN-195,Mahesh,,Agent_7
TKT-101184,Hardware Failure,Critical,Open,08-05-2023,09-05-2023,24,AGN-186,Finance,2,Hyderabad,5.368170532,Met,AGN-186,Lakshmi,,Agent_8
TKT-108938,Software Bug,High,In Progress,09-01-2023,16-01-2023,24,AGN-144,HR,4,Hyderabad,51.64143583,Breached,AGN-144,Kiran,,Agent_19
TKT-101725,Network Issue,Medium,In Progress,08-02-2023,12-02-2023,24,AGN-163,Operations,3,Hyderabad,5.585046611,Met,AGN-163,Preeti,,Agent_8
TKT-108462,Login Issue,Medium,In Progress,03-08-2023,12-08-2023,24,AGN-109,Support,1,Hyderabad,68.94406721,Breached,AGN-109,Ramesh,,Agent_11
TKT-105811,System Crash,Low,In Progress,06-04-2023,12-04-2023,24,AGN-145,IT,3,Hyderabad,35.41931319,Breached,AGN-145,Shalini,,Agent_4
TKT-105606,Software Bug,High,Open,08-01-2023,17-01-2023,24,AGN-108,HR,2,Hyderabad,2.922980387,Met,AGN-108,Vikas,,Agent_19
TKT-103956,Software Bug,Low,Open,28-11-2023,05-12-2023,24,AGN-148,Finance,3,Hyderabad,39.95583521,Breached,AGN-148,Anjali,,Agent_2
TKT-100171,Email Problem,Medium,In Progress,14-12-2023,23-12-2023,24,AGN-186,HR,2,Hyderabad,61.57173129,Breached,AGN-186,Sanjay,,Agent_6
TKT-108465,Hardware Failure,Medium,Open,26-03-2023,04-04-2023,24,AGN-169,HR,4,Hyderabad,4.592140769,Met,AGN-169,Kavya,,Agent_19
TKT-102306,Software Bug,High,Resolved,30-05-2023,07-06-2023,24,AGN-105,Finance,4,Hyderabad,11.90197219,Met,AGN-105,Rohit,,Agent_18
TKT-109350,Email Problem,Medium,Open,09-12-2023,15-12-2023,24,AGN-103,IT,2,Hyderabad,32.46906438,Breached,AGN-103,Nisha,,Agent_11
TKT-109898,System Crash,High,Resolved,18-08-2023,20-08-2023,24,AGN-134,IT,2,Hyderabad,66.17229828,Breached,AGN-134,Deepak,,Agent_10
TKT-109963,Network Issue,Critical,Resolved,02-05-2023,02-05-2023,24,AGN-145,Finance,2,Hyderabad,54.5953151,Breached,AGN-145,Aishwarya,,Agent_11
TKT-100421,Email Problem,Medium,In Progress,16-02-2023,21-02-2023,24,AGN-145,IT,4,Hyderabad,37.23271329,Breached,AGN-145,Prakash,,Agent_19
TKT-105540,Software Bug,Critical,Open,10-03-2023,18-03-2023,24,AGN-151,IT,1,Hyderabad,18.49848186,Met,AGN-151,Sunita,,Agent_11
TKT-109401,Performance Issue,Critical,Resolved,10-11-2023,13-11-2023,24,AGN-140,IT,2,Hyderabad,2.04982161,Met,AGN-140,Harish,,Agent_15
TKT-104675,Performance Issue,Medium,In Progress,23-03-2023,23-03-2023,24,AGN-116,IT,2,Hyderabad,10.21755319,Met,AGN-116,Swathi,,Agent_12
TKT-109082,Email Problem,Low,Open,25-06-2023,04-07-2023,24,AGN-110,IT,3,Hyderabad,5.344470293,Met,AGN-110,Anil,,Agent_9
TKT-106748,Software Bug,High,Open,22-04-2023,26-04-2023,24,AGN-167,IT,3,Hyderabad,57.11285649,Breached,AGN-167,Bhavya,,Agent_6
TKT-106103,System Crash,High,Resolved,28-09-2023,05-10-2023,24,AGN-122,Operations,2,Hyderabad,11.30662642,Met,AGN-122,Mahesh,,Agent_11
TKT-101473,Login Issue,Critical,Resolved,08-06-2023,08-06-2023,24,AGN-110,Finance,5,Hyderabad,8.800524922,Met,AGN-110,Lakshmi,,Agent_9
TKT-103243,Performance Issue,Medium,Resolved,12-02-2023,21-02-2023,24,AGN-110,Operations,3,Hyderabad,33.04127839,Breached,AGN-110,Kiran,,Agent_17
TKT-102181,Software Bug,Low,Open,18-04-2023,21-04-2023,24,AGN-131,Finance,1,Hyderabad,17.50437571,Met,AGN-131,Preeti,,Agent_14
TKT-109641,Software Bug,High,Resolved,19-04-2023,23-04-2023,24,AGN-182,IT,3,Hyderabad,5.733798578,Met,AGN-182,Ramesh,,Agent_14
TKT-103096,System Crash,High,In Progress,14-05-2023,14-05-2023,24,AGN-155,HR,4,Hyderabad,60.94122465,Breached,AGN-155,Shalini,,Agent_17
TKT-106646,Software Bug,Critical,In Progress,15-04-2023,20-04-2023,24,AGN-118,Operations,3,Hyderabad,3.193810515,Met,AGN-118,Vikas,,Agent_7
TKT-109782,Performance Issue,Low,Resolved,10-11-2023,10-11-2023,24,AGN-170,Support,2,Hyderabad,13.94861871,Met,AGN-170,Anjali,,Agent_10
TKT-105882,Login Issue,Critical,Open,09-04-2023,17-04-2023,24,AGN-182,Operations,2,Hyderabad,30.27047829,Breached,AGN-182,Sanjay,,Agent_1
TKT-105982,Network Issue,Low,In Progress,23-08-2023,31-08-2023,24,AGN-138,IT,2,Hyderabad,50.93832783,Breached,AGN-138,Kavya,,Agent_10
TKT-105798,Performance Issue,Medium,Resolved,11-06-2023,14-06-2023,24,AGN-147,Support,2,Hyderabad,4.166595933,Met,AGN-147,Rohit,,Agent_11
TKT-109627,Hardware Failure,High,Open,13-11-2023,17-11-2023,24,AGN-154,IT,4,Hyderabad,19.05829584,Met,AGN-154,Nisha,,Agent_16
TKT-108415,System Crash,High,Open,17-12-2023,17-12-2023,24,AGN-146,Finance,5,Hyderabad,11.50410019,Met,AGN-146,Deepak,,Agent_4
TKT-108411,Network Issue,Critical,In Progress,23-06-2023,30-06-2023,24,AGN-161,Support,4,Hyderabad,14.77605377,Met,AGN-161,Aishwarya,,Agent_16
TKT-109846,Software Bug,High,In Progress,23-09-2023,29-09-2023,24,AGN-144,Finance,2,Hyderabad,45.80940789,Breached,AGN-144,Prakash,,Agent_19
TKT-108456,Performance Issue,Low,Resolved,17-03-2023,18-03-2023,24,AGN-126,HR,1,Hyderabad,36.2457848,Breached,AGN-126,Sunita,,Agent_10
TKT-109145,Software Bug,High,Resolved,13-02-2023,19-02-2023,24,AGN-154,IT,1,Hyderabad,34.35106983,Breached,AGN-154,Harish,,Agent_6
TKT-104524,Email Problem,High,Open,24-02-2023,03-03-2023,24,AGN-150,Finance,4,Hyderabad,18.02401667,Met,AGN-150,Swathi,,Agent_8
TKT-106559,Software Bug,High,Open,27-11-2023,30-11-2023,24,AGN-169,Finance,4,Hyderabad,60.24862589,Breached,AGN-169,Anil,,Agent_9
TKT-107620,Hardware Failure,Critical,In Progress,08-08-2023,14-08-2023,24,AGN-140,Operations,3,Hyderabad,6.716770268,Met,AGN-140,Bhavya,,Agent_7
TKT-102774,Email Problem,Low,Resolved,17-07-2023,20-07-2023,24,AGN-134,IT,1,Hyderabad,17.04572491,Met,AGN-134,Mahesh,,Agent_4
TKT-105673,Performance Issue,High,Resolved,17-10-2023,20-10-2023,24,AGN-158,HR,1,Hyderabad,63.68054323,Breached,AGN-158,Lakshmi,,Agent_20
TKT-103124,Performance Issue,Low,In Progress,22-06-2023,22-06-2023,24,AGN-108,IT,1,Hyderabad,11.39480824,Met,AGN-108,Kiran,,Agent_7
TKT-108671,Hardware Failure,High,In Progress,10-04-2023,10-04-2023,24,AGN-115,Finance,2,Hyderabad,64.23443551,Breached,AGN-115,Preeti,,Agent_20
TKT-101353,Performance Issue,Critical,In Progress,09-11-2023,14-11-2023,24,AGN-147,Finance,3,Hyderabad,15.4162998,Met,AGN-147,Ramesh,,Agent_2
TKT-109081,System Crash,High,Resolved,14-03-2023,20-03-2023,24,AGN-177,Support,3,Hyderabad,16.46514837,Met,AGN-177,Shalini,,Agent_18
TKT-103854,Performance Issue,Low,Open,02-08-2023,03-08-2023,24,AGN-121,IT,5,Hyderabad,13.94649938,Met,AGN-121,Vikas,,Agent_5
TKT-108134,Network Issue,High,Resolved,26-08-2023,29-08-2023,24,AGN-134,Finance,3,Hyderabad,2.040605931,Met,AGN-134,Anjali,,Agent_14
TKT-100924,Login Issue,High,Resolved,21-04-2023,23-04-2023,24,AGN-113,Finance,2,Hyderabad,9.124845464,Met,AGN-113,Sanjay,,Agent_13
TKT-102170,Email Problem,Medium,Resolved,16-04-2023,20-04-2023,24,AGN-129,Operations,1,Hyderabad,16.17865867,Met,AGN-129,Kavya,,Agent_20
TKT-105506,Email Problem,High,In Progress,31-07-2023,09-08-2023,24,AGN-169,IT,5,Hyderabad,12.44943394,Met,AGN-169,Rohit,,Agent_1
TKT-102395,Hardware Failure,Critical,In Progress,06-11-2023,13-11-2023,24,AGN-178,Finance,1,Hyderabad,5.512488644,Met,AGN-178,Nisha,,Agent_20
TKT-108220,Email Problem,High,Resolved,13-10-2023,22-10-2023,24,AGN-200,IT,4,Hyderabad,6.896481491,Met,AGN-200,Deepak,,Agent_18
TKT-108226,Hardware Failure,High,Resolved,21-05-2023,29-05-2023,24,AGN-103,HR,2,Hyderabad,7.067413122,Met,AGN-103,Aishwarya,,Agent_17
TKT-105515,Performance Issue,Medium,Resolved,24-10-2023,26-10-2023,24,AGN-130,HR,2,Hyderabad,4.204572412,Met,AGN-130,Prakash,,Agent_16
TKT-102670,Hardware Failure,Critical,In Progress,28-12-2023,28-12-2023,24,AGN-192,HR,5,Hyderabad,68.54177874,Breached,AGN-192,Sunita,,Agent_18
TKT-103365,Performance Issue,Medium,In Progress,01-12-2023,09-12-2023,24,AGN-140,Operations,4,Hyderabad,38.80496022,Breached,AGN-140,Harish,,Agent_8
TKT-100588,Login Issue,High,Resolved,11-02-2023,18-02-2023,24,AGN-155,Finance,2,Hyderabad,2.713418686,Met,AGN-155,Swathi,,Agent_5
TKT-103138,Network Issue,Critical,In Progress,16-11-2023,19-11-2023,24,AGN-191,IT,2,Hyderabad,6.479565426,Met,AGN-191,Anil,,Agent_4
TKT-109095,System Crash,Medium,Open,06-09-2023,14-09-2023,24,AGN-138,IT,5,Hyderabad,3.457474958,Met,AGN-138,Bhavya,,Agent_7
TKT-106663,Software Bug,Critical,Resolved,18-01-2023,25-01-2023,24,AGN-147,Support,4,Hyderabad,6.632379333,Met,AGN-147,Mahesh,,Agent_20
TKT-104086,Email Problem,Medium,Open,26-04-2023,04-05-2023,24,AGN-142,Support,1,Hyderabad,71.24096895,Breached,AGN-142,Lakshmi,,Agent_1
TKT-108531,Hardware Failure,Critical,Resolved,30-03-2023,06-04-2023,24,AGN-197,HR,1,Hyderabad,39.57249889,Breached,AGN-197,Kiran,,Agent_1
TKT-104270,Performance Issue,Low,Open,05-01-2023,06-01-2023,24,AGN-144,Support,5,Hyderabad,8.558129543,Met,AGN-144,Preeti,,Agent_6
TKT-106019,Hardware Failure,Critical,Open,02-11-2023,02-11-2023,24,AGN-161,Support,3,Hyderabad,11.34292241,Met,AGN-161,Ramesh,,Agent_9
TKT-109906,Login Issue,High,Resolved,29-03-2023,29-03-2023,24,AGN-182,IT,2,Hyderabad,50.1655017,Breached,AGN-182,Shalini,,Agent_14
TKT-100556,Hardware Failure,Critical,Resolved,05-08-2023,12-08-2023,24,AGN-140,HR,1,Hyderabad,9.723836196,Met,AGN-140,Vikas,,Agent_13
TKT-108022,System Crash,Medium,In Progress,20-10-2023,22-10-2023,24,AGN-140,Finance,5,Hyderabad,17.06057694,Met,AGN-140,Anjali,,Agent_1
TKT-105452,Performance Issue,High,In Progress,21-05-2023,25-05-2023,24,AGN-168,Finance,4,Hyderabad,18.65475136,Met,AGN-168,Sanjay,,Agent_20
TKT-103567,Software Bug,Critical,In Progress,12-06-2023,12-06-2023,24,AGN-137,Operations,2,Hyderabad,52.51587246,Breached,AGN-137,Kavya,,Agent_13
TKT-103899,System Crash,Low,Open,07-07-2023,13-07-2023,24,AGN-124,Operations,1,Hyderabad,13.44043449,Met,AGN-124,Rohit,,Agent_20
TKT-106477,Software Bug,Low,In Progress,04-08-2023,06-08-2023,24,AGN-103,IT,3,Hyderabad,10.83743189,Met,AGN-103,Nisha,,Agent_9
TKT-107500,Software Bug,High,In Progress,07-04-2023,11-04-2023,24,AGN-130,HR,1,Hyderabad,3.812494534,Met,AGN-130,Deepak,,Agent_16
TKT-101016,Login Issue,Medium,In Progress,22-09-2023,30-09-2023,24,AGN-175,Support,3,Hyderabad,55.32809067,Breached,AGN-175,Aishwarya,,Agent_13
TKT-106470,Email Problem,Critical,In Progress,06-12-2023,14-12-2023,24,AGN-147,Support,1,Hyderabad,33.66542364,Breached,AGN-147,Prakash,,Agent_17
TKT-102062,Software Bug,Medium,In Progress,16-05-2023,19-05-2023,24,AGN-128,Operations,3,Hyderabad,11.2783723,Met,AGN-128,Sunita,,Agent_3
TKT-109030,Hardware Failure,Medium,Resolved,26-03-2023,04-04-2023,24,AGN-155,IT,1,Hyderabad,66.60208202,Breached,AGN-155,Harish,,Agent_14
TKT-109829,Login Issue,Medium,Open,25-11-2023,28-11-2023,24,AGN-167,Support,5,Hyderabad,41.65146417,Breached,AGN-167,Swathi,,Agent_7
TKT-104321,Network Issue,Critical,In Progress,18-10-2023,25-10-2023,24,AGN-170,Support,3,Hyderabad,70.13957563,Breached,AGN-170,Anil,,Agent_18
TKT-103496,System Crash,Low,Resolved,20-01-2023,24-01-2023,24,AGN-112,HR,1,Hyderabad,48.14065968,Breached,AGN-112,Bhavya,,Agent_16
TKT-101813,Performance Issue,Critical,Resolved,09-06-2023,11-06-2023,24,AGN-158,HR,5,Hyderabad,1.154544878,Met,AGN-158,Mahesh,,Agent_7
TKT-106256,System Crash,Medium,In Progress,14-12-2023,16-12-2023,24,AGN-103,Support,3,Hyderabad,70.68876541,Breached,AGN-103,Lakshmi,,Agent_3
TKT-109643,Hardware Failure,Low,Resolved,25-05-2023,25-05-2023,24,AGN-186,HR,2,Hyderabad,13.17795506,Met,AGN-186,Kiran,,Agent_7
TKT-102313,Software Bug,Medium,Open,27-07-2023,03-08-2023,24,AGN-203,Operations,3,Hyderabad,6.131581032,Met,AGN-203,Preeti,,Agent_18
TKT-109706,System Crash,Medium,In Progress,20-12-2023,25-12-2023,24,AGN-107,Support,5,Hyderabad,8.674256438,Met,AGN-107,Ramesh,,Agent_2
TKT-101231,Performance Issue,Medium,Resolved,13-07-2023,15-07-2023,24,AGN-109,IT,5,Hyderabad,59.14798829,Breached,AGN-109,Shalini,,Agent_7
TKT-109837,Software Bug,Critical,Resolved,10-11-2023,10-11-2023,24,AGN-110,HR,3,Hyderabad,1.216808487,Met,AGN-110,Vikas,,Agent_20
TKT-105831,Login Issue,Low,Resolved,18-07-2023,21-07-2023,24,AGN-126,HR,4,Hyderabad,56.60997643,Breached,AGN-126,Anjali,,Agent_12
TKT-102999,Login Issue,High,Open,12-01-2023,19-01-2023,24,AGN-201,HR,3,Hyderabad,34.18245827,Breached,AGN-201,Sanjay,,Agent_17
TKT-103440,System Crash,Critical,Open,01-11-2023,07-11-2023,24,AGN-192,Support,5,Hyderabad,18.94648417,Met,AGN-192,Kavya,,Agent_5
TKT-104056,Login Issue,High,Open,22-07-2023,31-07-2023,24,AGN-133,Finance,5,Hyderabad,1.936767534,Met,AGN-133,Rohit,,Agent_2
TKT-100305,System Crash,High,In Progress,02-02-2023,02-02-2023,24,AGN-185,Support,1,Hyderabad,58.76118035,Breached,AGN-185,Nisha,,Agent_3
TKT-109915,Email Problem,High,In Progress,15-02-2023,20-02-2023,24,AGN-192,Finance,1,Hyderabad,1.044299876,Met,AGN-192,Deepak,,Agent_20
TKT-101689,Hardware Failure,Critical,Resolved,01-12-2023,06-12-2023,24,AGN-202,Support,5,Hyderabad,3.11419988,Met,AGN-202,Aishwarya,,Agent_11
TKT-109709,Email Problem,Low,Open,25-04-2023,26-04-2023,24,AGN-143,HR,3,Hyderabad,47.63575834,Breached,AGN-143,Prakash,,Agent_3
TKT-103917,Email Problem,Medium,Open,02-03-2023,05-03-2023,24,AGN-104,IT,2,Hyderabad,2.848244779,Met,AGN-104,Sunita,,Agent_20
TKT-107080,Performance Issue,Critical,Open,23-01-2023,25-01-2023,24,AGN-127,Finance,3,Hyderabad,34.49396651,Breached,AGN-127,Harish,,Agent_19
TKT-108611,Email Problem,High,Resolved,27-06-2023,28-06-2023,24,AGN-126,IT,3,Hyderabad,4.036982326,Met,AGN-126,Swathi,,Agent_13
TKT-102936,Network Issue,Critical,In Progress,02-08-2023,08-08-2023,24,AGN-120,Operations,5,Hyderabad,15.21631923,Met,AGN-120,Anil,,Agent_1
TKT-103862,Email Problem,Critical,Open,24-07-2023,29-07-2023,24,AGN-136,Finance,4,Hyderabad,3.530985131,Met,AGN-136,Bhavya,,Agent_13
TKT-109642,Hardware Failure,Critical,Open,17-04-2023,23-04-2023,24,AGN-144,IT,2,Hyderabad,15.43061718,Met,AGN-144,Mahesh,,Agent_5
TKT-105649,Login Issue,Low,In Progress,09-08-2023,11-08-2023,24,AGN-200,IT,4,Hyderabad,18.22496423,Met,AGN-200,Lakshmi,,Agent_9
TKT-103261,Software Bug,Medium,Resolved,10-12-2023,17-12-2023,24,AGN-116,Finance,3,Hyderabad,32.32461496,Breached,AGN-116,Kiran,,Agent_12
TKT-109356,Network Issue,Critical,Resolved,21-07-2023,26-07-2023,24,AGN-168,HR,1,Hyderabad,6.694149369,Met,AGN-168,Preeti,,Agent_2
TKT-101819,Network Issue,Low,In Progress,10-06-2023,10-06-2023,24,AGN-179,HR,1,Hyderabad,13.16694545,Met,AGN-179,Ramesh,,Agent_2
TKT-101342,Network Issue,High,Open,10-02-2023,19-02-2023,24,AGN-117,IT,5,Hyderabad,61.2414968,Breached,AGN-117,Shalini,,Agent_12
TKT-105560,Hardware Failure,Critical,In Progress,23-09-2023,24-09-2023,24,AGN-103,Operations,5,Hyderabad,10.46914259,Met,AGN-103,Vikas,,Agent_19
TKT-102226,Hardware Failure,Critical,Resolved,13-06-2023,19-06-2023,24,AGN-194,HR,4,Hyderabad,6.668687975,Met,AGN-194,Anjali,,Agent_9
TKT-101079,Performance Issue,Critical,Resolved,06-06-2023,08-06-2023,24,AGN-128,Finance,3,Hyderabad,54.40923254,Breached,AGN-128,Sanjay,,Agent_13
TKT-104206,System Crash,Critical,In Progress,03-12-2023,05-12-2023,24,AGN-198,Finance,1,Hyderabad,2.718646867,Met,AGN-198,Kavya,,Agent_7
TKT-106280,Login Issue,Medium,Open,24-11-2023,28-11-2023,24,AGN-113,IT,4,Hyderabad,56.74733005,Breached,AGN-113,Rohit,,Agent_5
TKT-107235,Software Bug,High,Resolved,11-02-2023,11-02-2023,24,AGN-178,IT,4,Hyderabad,3.418386675,Met,AGN-178,Nisha,,Agent_19
TKT-100813,Email Problem,High,Resolved,10-03-2023,12-03-2023,24,AGN-171,HR,3,Hyderabad,9.599833951,Met,AGN-171,Deepak,,Agent_20
TKT-105089,Performance Issue,Low,In Progress,29-11-2023,04-12-2023,24,AGN-157,Support,3,Hyderabad,1.660502423,Met,AGN-157,Aishwarya,,Agent_13
TKT-102031,Email Problem,Critical,Resolved,04-07-2023,10-07-2023,24,AGN-166,HR,4,Hyderabad,1.650692056,Met,AGN-166,Prakash,,Agent_2
TKT-108514,Performance Issue,Medium,In Progress,25-12-2023,31-12-2023,24,AGN-184,HR,4,Hyderabad,4.421468519,Met,AGN-184,Sunita,,Agent_12
TKT-109095,System Crash,Medium,Open,06-09-2023,14-09-2023,24,AGN-152,IT,5,Hyderabad,60.68872858,Breached,AGN-152,Harish,,Agent_7
TKT-109733,Email Problem,High,Open,25-02-2023,26-02-2023,24,AGN-167,Finance,3,Hyderabad,37.71529481,Breached,AGN-167,Swathi,,Agent_7
TKT-105911,Software Bug,High,Open,12-04-2023,19-04-2023,24,AGN-155,IT,5,Hyderabad,18.84190944,Met,AGN-155,Anil,,Agent_8
TKT-102653,Login Issue,Low,Open,20-06-2023,21-06-2023,24,AGN-197,Finance,5,Hyderabad,2.904085268,Met,AGN-197,Bhavya,,Agent_4
TKT-103340,Software Bug,Medium,Open,07-11-2023,14-11-2023,24,AGN-113,IT,2,Hyderabad,14.10878767,Met,AGN-113,Mahesh,,Agent_20
TKT-107876,Email Problem,Low,Resolved,21-01-2023,23-01-2023,24,AGN-167,Operations,2,Hyderabad,11.91862145,Met,AGN-167,Lakshmi,,Agent_19
TKT-101141,Network Issue,Medium,Open,20-06-2023,29-06-2023,24,AGN-103,Finance,5,Hyderabad,70.50249615,Breached,AGN-103,Kiran,,Agent_20
TKT-109041,Software Bug,Medium,Open,09-04-2023,15-04-2023,24,AGN-115,Support,2,Hyderabad,62.74803892,Breached,AGN-115,Preeti,,Agent_20
TKT-108558,Performance Issue,High,Open,15-08-2023,23-08-2023,24,AGN-172,Finance,5,Hyderabad,12.4824215,Met,AGN-172,Ramesh,,Agent_16
TKT-102897,Network Issue,High,In Progress,28-01-2023,01-02-2023,24,AGN-187,Operations,5,Hyderabad,2.585978398,Met,AGN-187,Shalini,,Agent_17
TKT-109281,System Crash,Critical,In Progress,29-11-2023,05-12-2023,24,AGN-136,IT,5,Hyderabad,13.34889492,Met,AGN-136,Vikas,,Agent_6
TKT-104041,System Crash,Critical,In Progress,26-04-2023,02-05-2023,24,AGN-129,IT,3,Hyderabad,3.83206264,Met,AGN-129,Anjali,,Agent_7
TKT-102038,Network Issue,Critical,Open,31-05-2023,03-06-2023,24,AGN-178,Finance,5,Hyderabad,7.756342305,Met,AGN-178,Sanjay,,Agent_11
TKT-104270,Performance Issue,Low,Open,05-01-2023,06-01-2023,24,AGN-108,Support,5,Hyderabad,4.148226758,Met,AGN-108,Kavya,,Agent_6
TKT-104683,System Crash,Low,Resolved,22-08-2023,26-08-2023,24,AGN-127,IT,1,Hyderabad,8.343966349,Met,AGN-127,Rohit,,Agent_11
TKT-100494,Performance Issue,Critical,Resolved,14-09-2023,23-09-2023,24,AGN-139,Finance,1,Hyderabad,13.01988602,Met,AGN-139,Nisha,,Agent_16
TKT-107116,System Crash,Critical,Open,02-08-2023,09-08-2023,24,AGN-181,IT,2,Hyderabad,29.61769594,Breached,AGN-181,Deepak,,Agent_16
TKT-101784,System Crash,Critical,Resolved,15-06-2023,24-06-2023,24,AGN-164,IT,4,Hyderabad,62.32033719,Breached,AGN-164,Aishwarya,,Agent_13
TKT-103510,Software Bug,High,Open,07-09-2023,14-09-2023,24,AGN-106,HR,1,Hyderabad,14.23993423,Met,AGN-106,Prakash,,Agent_17
TKT-103786,Software Bug,Low,Resolved,18-05-2023,18-05-2023,24,AGN-108,IT,2,Hyderabad,48.71258457,Breached,AGN-108,Sunita,,Agent_3
TKT-105266,Software Bug,Critical,Resolved,27-07-2023,02-08-2023,24,AGN-166,IT,5,Hyderabad,15.7298993,Met,AGN-166,Harish,,Agent_6
TKT-109190,Email Problem,Medium,In Progress,25-08-2023,02-09-2023,24,AGN-197,HR,1,Hyderabad,14.71714644,Met,AGN-197,Swathi,,Agent_13
